"ID","userID","method","timeStamp","duration","condition","values"
"71","80836760655303","AR","1535552136684","1678","5","FINAL_01:2;FINAL_02:-2;FINAL_03:;FINAL_04:;Q0-duration:54618"
"72","27415233484898","AR","1535553379173","444424","4","FINAL_01:-3;FINAL_02:-3;FINAL_03:I need a holo lens which is barely usable as a device;FINAL_04:- Mapping from volume to color is not intuitive;ARI_01:-3;ARI_02:1;ARI_03:3;ARI_04:-3;ARI_05:1;ARI_06:2;ARI_07:1;ARI_08:2;ARI_09:1;ARI_10:-3;ARI_11:-3;ARI_12:-3;ARI_13:1;ARI_14:2;ARI_15:-3;ARI_16:-3;ARI_17:-3;ARI_18:-3;ARI_19:2;ARI_20:1;ARI_21:-3;ATTRAKDIFF_01:7;ATTRAKDIFF_02:4;ATTRAKDIFF_03:6;ATTRAKDIFF_04:2;ATTRAKDIFF_05:1;ATTRAKDIFF_06:6;ATTRAKDIFF_07:3;ATTRAKDIFF_08:6;ATTRAKDIFF_09:4;ATTRAKDIFF_10:3;ATTRAKDIFF_11:6;ATTRAKDIFF_12:5;ATTRAKDIFF_13:1;ATTRAKDIFF_14:4;ATTRAKDIFF_15:4;ATTRAKDIFF_16:2;ATTRAKDIFF_17:3;ATTRAKDIFF_18:5;ATTRAKDIFF_19:6;ATTRAKDIFF_20:2;ATTRAKDIFF_21:1;ATTRAKDIFF_22:1;ATTRAKDIFF_23:2;ATTRAKDIFF_24:1;ATTRAKDIFF_25:5;ATTRAKDIFF_26:7;ATTRAKDIFF_27:1;ATTRAKDIFF_28:5;SUS_01:-3;SUS_02:-3;SUS_03:1;SUS_04:-3;SUS_05:-3;SUS_06:-3;SUS_07:2;SUS_08:1;SUS_09:2;SUS_10:-2;Q0-duration:57341;Q1-duration:110700;Q2-duration:145264;Q3-duration:84818"
"73","27415233484898","AR","1535554073851","280898","2","FINAL_01:3;FINAL_02:0;FINAL_03:Its good to know when pepper and or salt run low That way You can buy new spices in time
Or You could get transparent mills;FINAL_04:Its unnecessarily complex An LED base with a scale would have done the same job much more pleasantly;ARI_01:1;ARI_02:2;ARI_03:2;ARI_04:1;ARI_05:3;ARI_06:-3;ARI_07:2;ARI_08:2;ARI_09:1;ARI_10:-3;ARI_11:-3;ARI_12:-2;ARI_13:0;ARI_14:0;ARI_15:3;ARI_16:1;ARI_17:-3;ARI_18:3;ARI_19:2;ARI_20:-3;ARI_21:-3;ATTRAKDIFF_01:7;ATTRAKDIFF_02:4;ATTRAKDIFF_03:3;ATTRAKDIFF_04:3;ATTRAKDIFF_05:1;ATTRAKDIFF_06:2;ATTRAKDIFF_07:7;ATTRAKDIFF_08:2;ATTRAKDIFF_09:2;ATTRAKDIFF_10:6;ATTRAKDIFF_11:1;ATTRAKDIFF_12:2;ATTRAKDIFF_13:7;ATTRAKDIFF_14:7;ATTRAKDIFF_15:4;ATTRAKDIFF_16:7;ATTRAKDIFF_17:5;ATTRAKDIFF_18:6;ATTRAKDIFF_19:2;ATTRAKDIFF_20:7;ATTRAKDIFF_21:5;ATTRAKDIFF_22:4;ATTRAKDIFF_23:3;ATTRAKDIFF_24:5;ATTRAKDIFF_25:1;ATTRAKDIFF_26:3;ATTRAKDIFF_27:6;ATTRAKDIFF_28:7;SUS_01:-3;SUS_02:2;SUS_03:3;SUS_04:-3;SUS_05:1;SUS_06:-3;SUS_07:3;SUS_08:-1;SUS_09:1;SUS_10:-3;Q0-duration:74042;Q1-duration:90407;Q2-duration:125543;Q3-duration:123100"
"74","27415233484898","AR","1535554973918","523553","3","FINAL_01:2;FINAL_02:-3;FINAL_03:I can see the temperature instead of burning my hands touching the cup;FINAL_04: Color is an intuitive mapping for temperature
- Coffee and colorful lights dont mix well for me;ARI_01:-3;ARI_02:0;ARI_03:-2;ARI_04:-2;ARI_05:2;ARI_06:-3;ARI_07:3;ARI_08:2;ARI_09:2;ARI_10:-3;ARI_11:-3;ARI_12:-3;ARI_13:1;ARI_14:1;ARI_15:-3;ARI_16:-3;ARI_17:-3;ARI_18:0;ARI_19:2;ARI_20:-3;ARI_21:-3;ATTRAKDIFF_01:7;ATTRAKDIFF_02:4;ATTRAKDIFF_03:4;ATTRAKDIFF_04:2;ATTRAKDIFF_05:1;ATTRAKDIFF_06:7;ATTRAKDIFF_07:1;ATTRAKDIFF_08:4;ATTRAKDIFF_09:2;ATTRAKDIFF_10:7;ATTRAKDIFF_11:7;ATTRAKDIFF_12:1;ATTRAKDIFF_13:6;ATTRAKDIFF_14:1;ATTRAKDIFF_15:4;ATTRAKDIFF_16:6;ATTRAKDIFF_17:5;ATTRAKDIFF_18:6;ATTRAKDIFF_19:6;ATTRAKDIFF_20:6;ATTRAKDIFF_21:1;ATTRAKDIFF_22:1;ATTRAKDIFF_23:3;ATTRAKDIFF_24:4;ATTRAKDIFF_25:1;ATTRAKDIFF_26:4;ATTRAKDIFF_27:4;ATTRAKDIFF_28:7;SUS_01:-3;SUS_02:3;SUS_03:3;SUS_04:-3;SUS_05:3;SUS_06:-3;SUS_07:3;SUS_08:-3;SUS_09:2;SUS_10:-2;Q0-duration:56564;Q1-duration:96087;Q2-duration:118362;Q3-duration:104855"
"75","27415233484898","AR","1535555452151","150061","1","FINAL_01:1;FINAL_02:-3;FINAL_03:It appears to show only a very rudimentary understanding of plants needs;FINAL_04: Might save some plants lives;ARI_01:-3;ARI_02:1;ARI_03:-3;ARI_04:-3;ARI_05:1;ARI_06:-3;ARI_07:-3;ARI_08:2;ARI_09:-3;ARI_10:-3;ARI_11:-3;ARI_12:-3;ARI_13:-3;ARI_14:1;ARI_15:1;ARI_16:1;ARI_17:-3;ARI_18:-3;ARI_19:1;ARI_20:0;ARI_21:-3;ATTRAKDIFF_01:4;ATTRAKDIFF_02:4;ATTRAKDIFF_03:2;ATTRAKDIFF_04:3;ATTRAKDIFF_05:1;ATTRAKDIFF_06:4;ATTRAKDIFF_07:7;ATTRAKDIFF_08:2;ATTRAKDIFF_09:1;ATTRAKDIFF_10:7;ATTRAKDIFF_11:2;ATTRAKDIFF_12:1;ATTRAKDIFF_13:6;ATTRAKDIFF_14:4;ATTRAKDIFF_15:4;ATTRAKDIFF_16:7;ATTRAKDIFF_17:6;ATTRAKDIFF_18:6;ATTRAKDIFF_19:2;ATTRAKDIFF_20:7;ATTRAKDIFF_21:6;ATTRAKDIFF_22:1;ATTRAKDIFF_23:3;ATTRAKDIFF_24:5;ATTRAKDIFF_25:1;ATTRAKDIFF_26:2;ATTRAKDIFF_27:3;ATTRAKDIFF_28:6;SUS_01:-3;SUS_02:1;SUS_03:2;SUS_04:-3;SUS_05:3;SUS_06:-3;SUS_07:2;SUS_08:-3;SUS_09:2;SUS_10:-3;Q0-duration:56926;Q1-duration:100473;Q2-duration:87279;Q3-duration:82707"
"76","27415233484898","AR","1535555597540","4115","5","FINAL_01:1;FINAL_02:-1;FINAL_03:Internet router front doors lock;FINAL_04:I dont run around wearing an AR-device constantly;Q0-duration:140562"
"77","27347076468635","AR","1535557602546","363617","2","FINAL_01:3;FINAL_02:-2;FINAL_03:I dont need to know beforehand when the mill is empty I just fill it when I realize during use that its empty;FINAL_04:Its fun;ARI_01:3;ARI_02:3;ARI_03:3;ARI_04:3;ARI_05:3;ARI_06:-3;ARI_07:-2;ARI_08:3;ARI_09:3;ARI_10:3;ARI_11:-2;ARI_12:3;ARI_13:3;ARI_14:3;ARI_15:-1;ARI_16:1;ARI_17:-2;ARI_18:1;ARI_19:3;ARI_20:3;ARI_21:3;ATTRAKDIFF_01:7;ATTRAKDIFF_02:6;ATTRAKDIFF_03:2;ATTRAKDIFF_04:2;ATTRAKDIFF_05:3;ATTRAKDIFF_06:2;ATTRAKDIFF_07:6;ATTRAKDIFF_08:3;ATTRAKDIFF_09:2;ATTRAKDIFF_10:6;ATTRAKDIFF_11:2;ATTRAKDIFF_12:2;ATTRAKDIFF_13:6;ATTRAKDIFF_14:4;ATTRAKDIFF_15:6;ATTRAKDIFF_16:6;ATTRAKDIFF_17:5;ATTRAKDIFF_18:6;ATTRAKDIFF_19:3;ATTRAKDIFF_20:5;ATTRAKDIFF_21:4;ATTRAKDIFF_22:4;ATTRAKDIFF_23:2;ATTRAKDIFF_24:6;ATTRAKDIFF_25:3;ATTRAKDIFF_26:2;ATTRAKDIFF_27:1;ATTRAKDIFF_28:6;SUS_01:-2;SUS_02:-2;SUS_03:3;SUS_04:-2;SUS_05:1;SUS_06:-2;SUS_07:0;SUS_08:-2;SUS_09:0;SUS_10:-3;Q0-duration:83139;Q1-duration:101784;Q2-duration:116027;Q3-duration:133480"
"78","27347076468635","AR","1535558008078","136127","4","FINAL_01:3;FINAL_02:-2;FINAL_03:My ears do the same job;FINAL_04:;ARI_01:3;ARI_02:3;ARI_03:3;ARI_04:3;ARI_05:3;ARI_06:-3;ARI_07:-3;ARI_08:3;ARI_09:2;ARI_10:2;ARI_11:-2;ARI_12:3;ARI_13:3;ARI_14:3;ARI_15:1;ARI_16:0;ARI_17:2;ARI_18:3;ARI_19:3;ARI_20:3;ARI_21:3;ATTRAKDIFF_01:6;ATTRAKDIFF_02:6;ATTRAKDIFF_03:1;ATTRAKDIFF_04:2;ATTRAKDIFF_05:1;ATTRAKDIFF_06:2;ATTRAKDIFF_07:6;ATTRAKDIFF_08:2;ATTRAKDIFF_09:1;ATTRAKDIFF_10:7;ATTRAKDIFF_11:1;ATTRAKDIFF_12:1;ATTRAKDIFF_13:6;ATTRAKDIFF_14:6;ATTRAKDIFF_15:4;ATTRAKDIFF_16:6;ATTRAKDIFF_17:6;ATTRAKDIFF_18:6;ATTRAKDIFF_19:2;ATTRAKDIFF_20:6;ATTRAKDIFF_21:5;ATTRAKDIFF_22:4;ATTRAKDIFF_23:1;ATTRAKDIFF_24:5;ATTRAKDIFF_25:1;ATTRAKDIFF_26:2;ATTRAKDIFF_27:1;ATTRAKDIFF_28:7;SUS_01:-2;SUS_02:-3;SUS_03:3;SUS_04:-3;SUS_05:2;SUS_06:-3;SUS_07:3;SUS_08:-2;SUS_09:2;SUS_10:-3;Q0-duration:56873;Q1-duration:77946;Q2-duration:98076;Q3-duration:35704"
"81","27347076468635","AR","1535558681086","1262","1","FINAL_01:3;FINAL_02:2;FINAL_03:useful because its hard to see when plants need water Also different plants may want a different amount of water So this tool can help me in finding the right amount for every plant;FINAL_04:;ARI_01:3;ARI_02:3;ARI_03:3;ARI_04:3;ARI_05:3;ARI_06:-3;ARI_07:-3;ARI_08:3;ARI_09:3;ARI_10:3;ARI_11:-2;ARI_12:3;ARI_13:3;ARI_14:3;ARI_15:-1;ARI_16:0;ARI_17:2;ARI_18:3;ARI_19:3;ARI_20:3;ARI_21:3;ATTRAKDIFF_01:6;ATTRAKDIFF_02:6;ATTRAKDIFF_03:2;ATTRAKDIFF_04:1;ATTRAKDIFF_05:2;ATTRAKDIFF_06:2;ATTRAKDIFF_07:6;ATTRAKDIFF_08:1;ATTRAKDIFF_09:2;ATTRAKDIFF_10:7;ATTRAKDIFF_11:2;ATTRAKDIFF_12:2;ATTRAKDIFF_13:6;ATTRAKDIFF_14:6;ATTRAKDIFF_15:4;ATTRAKDIFF_16:6;ATTRAKDIFF_17:6;ATTRAKDIFF_18:7;ATTRAKDIFF_19:1;ATTRAKDIFF_20:6;ATTRAKDIFF_21:5;ATTRAKDIFF_22:5;ATTRAKDIFF_23:2;ATTRAKDIFF_24:4;ATTRAKDIFF_25:2;ATTRAKDIFF_26:2;ATTRAKDIFF_27:1;ATTRAKDIFF_28:6;SUS_01:3;SUS_02:-2;SUS_03:3;SUS_04:-3;SUS_05:3;SUS_06:-3;SUS_07:3;SUS_08:-3;SUS_09:3;SUS_10:-3;Q0-duration:38671;Q1-duration:71264;Q2-duration:71975;Q3-duration:66301"
"82","27347076468635","AR","1535559376089","216317","3","FINAL_01:3;FINAL_02:1;FINAL_03:Tells me how hot an object is before touching it Maybe this would be useful for tap water too!;FINAL_04:Protects me from drinking or touching objects that are too hot;ARI_01:2;ARI_02:3;ARI_03:3;ARI_04:2;ARI_05:3;ARI_06:-3;ARI_07:-3;ARI_08:3;ARI_09:3;ARI_10:3;ARI_11:1;ARI_12:2;ARI_13:3;ARI_14:3;ARI_15:-2;ARI_16:-2;ARI_17:3;ARI_18:2;ARI_19:3;ARI_20:3;ARI_21:3;ATTRAKDIFF_01:6;ATTRAKDIFF_02:6;ATTRAKDIFF_03:3;ATTRAKDIFF_04:2;ATTRAKDIFF_05:2;ATTRAKDIFF_06:2;ATTRAKDIFF_07:6;ATTRAKDIFF_08:2;ATTRAKDIFF_09:2;ATTRAKDIFF_10:7;ATTRAKDIFF_11:3;ATTRAKDIFF_12:2;ATTRAKDIFF_13:6;ATTRAKDIFF_14:6;ATTRAKDIFF_15:4;ATTRAKDIFF_16:6;ATTRAKDIFF_17:5;ATTRAKDIFF_18:6;ATTRAKDIFF_19:2;ATTRAKDIFF_20:6;ATTRAKDIFF_21:5;ATTRAKDIFF_22:3;ATTRAKDIFF_23:2;ATTRAKDIFF_24:5;ATTRAKDIFF_25:2;ATTRAKDIFF_26:3;ATTRAKDIFF_27:2;ATTRAKDIFF_28:6;SUS_01:0;SUS_02:-1;SUS_03:3;SUS_04:-3;SUS_05:2;SUS_06:-3;SUS_07:3;SUS_08:-2;SUS_09:2;SUS_10:-3;Q0-duration:53598;Q1-duration:86623;Q2-duration:211864;Q3-duration:125851"
"83","27347076468635","AR","1535559702226","2144","5","FINAL_01:-1;FINAL_02:1;FINAL_03:-Temperaturanzeige fÃ¼r sÃ¤mtliche GerÃ¤te die heiÃŸ sein kÃ¶nnen Wasserhahn Herd
-Batteriestandsanzeige
- Info Ã¼ber Wetter an meinem Zielort zb Arbeitsort wenn dieser nicht am Wohnort ist;FINAL_04:Advantages Helps me to see things that I would normally not be able to see water in the soil of my plants  knowing how much the plants need temperature etc 
Disadvantages not necessary when my own senses can do the same job eg noise level ;Q0-duration:322793"
"84","89189948897993","VR","1535617944399","1040758","1","FINAL_01:3;FINAL_02:3;FINAL_03:I sometimes forgot when I watered my plant or how much I watered;FINAL_04:Green-yellow-red corresponds to how urgent it should be watered;ARI_01:2;ARI_02:2;ARI_03:2;ARI_04:2;ARI_05:3;ARI_06:-2;ARI_07:-2;ARI_08:3;ARI_09:1;ARI_10:1;ARI_11:-2;ARI_12:-1;ARI_13:1;ARI_14:2;ARI_15:-1;ARI_16:-1;ARI_17:0;ARI_18:1;ARI_19:1;ARI_20:3;ARI_21:-1;ATTRAKDIFF_01:5;ATTRAKDIFF_02:4;ATTRAKDIFF_03:2;ATTRAKDIFF_04:1;ATTRAKDIFF_05:1;ATTRAKDIFF_06:3;ATTRAKDIFF_07:5;ATTRAKDIFF_08:2;ATTRAKDIFF_09:2;ATTRAKDIFF_10:5;ATTRAKDIFF_11:3;ATTRAKDIFF_12:2;ATTRAKDIFF_13:5;ATTRAKDIFF_14:5;ATTRAKDIFF_15:4;ATTRAKDIFF_16:6;ATTRAKDIFF_17:6;ATTRAKDIFF_18:6;ATTRAKDIFF_19:1;ATTRAKDIFF_20:6;ATTRAKDIFF_21:6;ATTRAKDIFF_22:6;ATTRAKDIFF_23:2;ATTRAKDIFF_24:5;ATTRAKDIFF_25:3;ATTRAKDIFF_26:1;ATTRAKDIFF_27:2;ATTRAKDIFF_28:6;SUS_01:2;SUS_02:-2;SUS_03:3;SUS_04:-2;SUS_05:1;SUS_06:-3;SUS_07:2;SUS_08:-2;SUS_09:3;SUS_10:-2;Q0-duration:79020;Q1-duration:80861;Q2-duration:136882;Q3-duration:97964"
"85","89189948897993","VR","1535618544280","199600","3","FINAL_01:3;FINAL_02:1;FINAL_03:With it I would have no need more to try if I can start drinking but personally I like such trying;FINAL_04:I think it is useful for people who want to save time or like a structured life;ARI_01:0;ARI_02:0;ARI_03:0;ARI_04:-1;ARI_05:1;ARI_06:-2;ARI_07:-1;ARI_08:1;ARI_09:0;ARI_10:-1;ARI_11:-2;ARI_12:-1;ARI_13:1;ARI_14:1;ARI_15:-1;ARI_16:-1;ARI_17:-1;ARI_18:-1;ARI_19:1;ARI_20:1;ARI_21:-1;ATTRAKDIFF_01:5;ATTRAKDIFF_02:4;ATTRAKDIFF_03:3;ATTRAKDIFF_04:3;ATTRAKDIFF_05:3;ATTRAKDIFF_06:3;ATTRAKDIFF_07:4;ATTRAKDIFF_08:5;ATTRAKDIFF_09:3;ATTRAKDIFF_10:5;ATTRAKDIFF_11:4;ATTRAKDIFF_12:3;ATTRAKDIFF_13:5;ATTRAKDIFF_14:4;ATTRAKDIFF_15:3;ATTRAKDIFF_16:5;ATTRAKDIFF_17:5;ATTRAKDIFF_18:6;ATTRAKDIFF_19:3;ATTRAKDIFF_20:5;ATTRAKDIFF_21:5;ATTRAKDIFF_22:5;ATTRAKDIFF_23:2;ATTRAKDIFF_24:5;ATTRAKDIFF_25:3;ATTRAKDIFF_26:3;ATTRAKDIFF_27:3;ATTRAKDIFF_28:6;SUS_01:0;SUS_02:-1;SUS_03:1;SUS_04:-2;SUS_05:1;SUS_06:-1;SUS_07:0;SUS_08:-1;SUS_09:2;SUS_10:-3;Q0-duration:47218;Q1-duration:87200;Q2-duration:91491;Q3-duration:173263"
"86","89189948897993","VR","1535619014576","163928","2","FINAL_01:3;FINAL_02:-2;FINAL_03:If I use the pepper frequently I know that it is going empty so I do not need an extra ring to tell me that If I do not use it recently I also need no reminder to fill it up;FINAL_04:It is for me redundant;ARI_01:-2;ARI_02:1;ARI_03:0;ARI_04:0;ARI_05:3;ARI_06:-1;ARI_07:2;ARI_08:1;ARI_09:1;ARI_10:1;ARI_11:-1;ARI_12:1;ARI_13:1;ARI_14:1;ARI_15:-1;ARI_16:-2;ARI_17:-1;ARI_18:-1;ARI_19:1;ARI_20:1;ARI_21:0;ATTRAKDIFF_01:5;ATTRAKDIFF_02:4;ATTRAKDIFF_03:4;ATTRAKDIFF_04:5;ATTRAKDIFF_05:2;ATTRAKDIFF_06:4;ATTRAKDIFF_07:4;ATTRAKDIFF_08:5;ATTRAKDIFF_09:4;ATTRAKDIFF_10:3;ATTRAKDIFF_11:4;ATTRAKDIFF_12:2;ATTRAKDIFF_13:4;ATTRAKDIFF_14:4;ATTRAKDIFF_15:4;ATTRAKDIFF_16:4;ATTRAKDIFF_17:4;ATTRAKDIFF_18:3;ATTRAKDIFF_19:4;ATTRAKDIFF_20:5;ATTRAKDIFF_21:5;ATTRAKDIFF_22:5;ATTRAKDIFF_23:5;ATTRAKDIFF_24:3;ATTRAKDIFF_25:2;ATTRAKDIFF_26:4;ATTRAKDIFF_27:5;ATTRAKDIFF_28:7;SUS_01:-3;SUS_02:1;SUS_03:2;SUS_04:-3;SUS_05:1;SUS_06:-1;SUS_07:3;SUS_08:0;SUS_09:3;SUS_10:-3;Q0-duration:46550;Q1-duration:68642;Q2-duration:92186;Q3-duration:97973"
"87","89189948897993","VR","1535620345530","1060285","4","FINAL_01:3;FINAL_02:2;FINAL_03:It helps to keep the voice below a healthy level;FINAL_04:I sometimes did not feel the music too loud and the ring can remind me of that;ARI_01:-1;ARI_02:1;ARI_03:1;ARI_04:0;ARI_05:2;ARI_06:-1;ARI_07:-1;ARI_08:2;ARI_09:1;ARI_10:1;ARI_11:-1;ARI_12:-1;ARI_13:1;ARI_14:1;ARI_15:-1;ARI_16:1;ARI_17:-1;ARI_18:1;ARI_19:1;ARI_20:2;ARI_21:-1;ATTRAKDIFF_01:5;ATTRAKDIFF_02:5;ATTRAKDIFF_03:3;ATTRAKDIFF_04:3;ATTRAKDIFF_05:2;ATTRAKDIFF_06:3;ATTRAKDIFF_07:5;ATTRAKDIFF_08:2;ATTRAKDIFF_09:3;ATTRAKDIFF_10:5;ATTRAKDIFF_11:3;ATTRAKDIFF_12:2;ATTRAKDIFF_13:5;ATTRAKDIFF_14:4;ATTRAKDIFF_15:4;ATTRAKDIFF_16:5;ATTRAKDIFF_17:5;ATTRAKDIFF_18:5;ATTRAKDIFF_19:3;ATTRAKDIFF_20:6;ATTRAKDIFF_21:5;ATTRAKDIFF_22:5;ATTRAKDIFF_23:3;ATTRAKDIFF_24:5;ATTRAKDIFF_25:3;ATTRAKDIFF_26:3;ATTRAKDIFF_27:3;ATTRAKDIFF_28:6;SUS_01:1;SUS_02:-1;SUS_03:3;SUS_04:-3;SUS_05:2;SUS_06:-1;SUS_07:3;SUS_08:-2;SUS_09:3;SUS_10:-2;Q0-duration:45326;Q1-duration:68203;Q2-duration:68436;Q3-duration:87858"
"88","89189948897993","VR","1535620424493","7901","5","FINAL_01:1;FINAL_02:-1;FINAL_03:Reminders about food in the fridge that needs to be eaten soon and to be bought again;FINAL_04:Reminders are distracting if not needed;Q0-duration:70180"
"89","12729936907248","VR","1535621823992","335844","3","FINAL_01:3;FINAL_02:3;FINAL_03:I find it useful because it augments my knowledge about the beverage so I dont burn myself   ;FINAL_04:I like the idea of an illuminated cup-saucer but the LEDs could be distracting in some situations Eg at night;ARI_01:3;ARI_02:3;ARI_03:3;ARI_04:3;ARI_05:3;ARI_06:-3;ARI_07:-3;ARI_08:3;ARI_09:3;ARI_10:3;ARI_11:3;ARI_12:0;ARI_13:0;ARI_14:3;ARI_15:-2;ARI_16:-1;ARI_17:0;ARI_18:1;ARI_19:3;ARI_20:0;ARI_21:0;ATTRAKDIFF_01:7;ATTRAKDIFF_02:6;ATTRAKDIFF_03:1;ATTRAKDIFF_04:1;ATTRAKDIFF_05:1;ATTRAKDIFF_06:4;ATTRAKDIFF_07:5;ATTRAKDIFF_08:1;ATTRAKDIFF_09:1;ATTRAKDIFF_10:7;ATTRAKDIFF_11:4;ATTRAKDIFF_12:1;ATTRAKDIFF_13:4;ATTRAKDIFF_14:7;ATTRAKDIFF_15:4;ATTRAKDIFF_16:7;ATTRAKDIFF_17:7;ATTRAKDIFF_18:7;ATTRAKDIFF_19:1;ATTRAKDIFF_20:7;ATTRAKDIFF_21:7;ATTRAKDIFF_22:1;ATTRAKDIFF_23:1;ATTRAKDIFF_24:7;ATTRAKDIFF_25:2;ATTRAKDIFF_26:1;ATTRAKDIFF_27:1;ATTRAKDIFF_28:7;SUS_01:3;SUS_02:-3;SUS_03:3;SUS_04:-3;SUS_05:3;SUS_06:-3;SUS_07:3;SUS_08:-3;SUS_09:3;SUS_10:3;Q0-duration:81535;Q1-duration:188386;Q2-duration:145613;Q3-duration:246754"
"90","12729936907248","VR","1535622432457","186796","1","FINAL_01:3;FINAL_02:3;FINAL_03:I find it Useful because it helps me monitor something I would have to spend more time if I didnt have the artifactdevice ;FINAL_04:I liked the simplicity of the feedback but the LEDs could be distracting if they are on 247;ARI_01:3;ARI_02:3;ARI_03:3;ARI_04:3;ARI_05:3;ARI_06:-3;ARI_07:-3;ARI_08:3;ARI_09:3;ARI_10:3;ARI_11:3;ARI_12:3;ARI_13:1;ARI_14:3;ARI_15:0;ARI_16:0;ARI_17:3;ARI_18:2;ARI_19:3;ARI_20:3;ARI_21:2;ATTRAKDIFF_01:4;ATTRAKDIFF_02:5;ATTRAKDIFF_03:1;ATTRAKDIFF_04:1;ATTRAKDIFF_05:1;ATTRAKDIFF_06:2;ATTRAKDIFF_07:6;ATTRAKDIFF_08:1;ATTRAKDIFF_09:1;ATTRAKDIFF_10:7;ATTRAKDIFF_11:5;ATTRAKDIFF_12:1;ATTRAKDIFF_13:3;ATTRAKDIFF_14:7;ATTRAKDIFF_15:4;ATTRAKDIFF_16:7;ATTRAKDIFF_17:7;ATTRAKDIFF_18:7;ATTRAKDIFF_19:1;ATTRAKDIFF_20:7;ATTRAKDIFF_21:7;ATTRAKDIFF_22:1;ATTRAKDIFF_23:1;ATTRAKDIFF_24:7;ATTRAKDIFF_25:2;ATTRAKDIFF_26:1;ATTRAKDIFF_27:1;ATTRAKDIFF_28:7;SUS_01:2;SUS_02:-3;SUS_03:3;SUS_04:-3;SUS_05:3;SUS_06:-3;SUS_07:3;SUS_08:-3;SUS_09:3;SUS_10:-3;Q0-duration:38769;Q1-duration:90002;Q2-duration:133462;Q3-duration:157771"
"91","12729936907248","VR","1535623036510","180651","4","FINAL_01:2;FINAL_02:1;FINAL_03:Not too useful because I can hear how loud my music is but might be useful for people who listen to music too loud;FINAL_04:It is simple to understand;ARI_01:3;ARI_02:3;ARI_03:3;ARI_04:3;ARI_05:3;ARI_06:-3;ARI_07:-3;ARI_08:3;ARI_09:3;ARI_10:3;ARI_11:3;ARI_12:3;ARI_13:3;ARI_14:3;ARI_15:0;ARI_16:0;ARI_17:3;ARI_18:3;ARI_19:3;ARI_20:3;ARI_21:1;ATTRAKDIFF_01:4;ATTRAKDIFF_02:6;ATTRAKDIFF_03:1;ATTRAKDIFF_04:4;ATTRAKDIFF_05:1;ATTRAKDIFF_06:4;ATTRAKDIFF_07:6;ATTRAKDIFF_08:3;ATTRAKDIFF_09:1;ATTRAKDIFF_10:7;ATTRAKDIFF_11:3;ATTRAKDIFF_12:1;ATTRAKDIFF_13:5;ATTRAKDIFF_14:7;ATTRAKDIFF_15:4;ATTRAKDIFF_16:7;ATTRAKDIFF_17:7;ATTRAKDIFF_18:4;ATTRAKDIFF_19:1;ATTRAKDIFF_20:7;ATTRAKDIFF_21:4;ATTRAKDIFF_22:2;ATTRAKDIFF_23:4;ATTRAKDIFF_24:6;ATTRAKDIFF_25:1;ATTRAKDIFF_26:1;ATTRAKDIFF_27:4;ATTRAKDIFF_28:7;SUS_01:1;SUS_02:-3;SUS_03:3;SUS_04:-3;SUS_05:3;SUS_06:-3;SUS_07:3;SUS_08:-3;SUS_09:3;SUS_10:-3;Q0-duration:60300;Q1-duration:96748;Q2-duration:136404;Q3-duration:128480"
"92","12729936907248","VR","1535623692005","238180","2","FINAL_01:3;FINAL_02:0;FINAL_03:Not useful I could just use a transparent saltpepper dispenser;FINAL_04:The feedback was easy to understand;ARI_01:3;ARI_02:3;ARI_03:3;ARI_04:3;ARI_05:3;ARI_06:-3;ARI_07:-2;ARI_08:3;ARI_09:3;ARI_10:3;ARI_11:3;ARI_12:3;ARI_13:3;ARI_14:3;ARI_15:-2;ARI_16:-1;ARI_17:3;ARI_18:3;ARI_19:3;ARI_20:3;ARI_21:2;ATTRAKDIFF_01:4;ATTRAKDIFF_02:4;ATTRAKDIFF_03:2;ATTRAKDIFF_04:1;ATTRAKDIFF_05:1;ATTRAKDIFF_06:5;ATTRAKDIFF_07:4;ATTRAKDIFF_08:3;ATTRAKDIFF_09:3;ATTRAKDIFF_10:7;ATTRAKDIFF_11:6;ATTRAKDIFF_12:1;ATTRAKDIFF_13:3;ATTRAKDIFF_14:4;ATTRAKDIFF_15:4;ATTRAKDIFF_16:5;ATTRAKDIFF_17:6;ATTRAKDIFF_18:5;ATTRAKDIFF_19:1;ATTRAKDIFF_20:7;ATTRAKDIFF_21:5;ATTRAKDIFF_22:1;ATTRAKDIFF_23:2;ATTRAKDIFF_24:5;ATTRAKDIFF_25:3;ATTRAKDIFF_26:3;ATTRAKDIFF_27:1;ATTRAKDIFF_28:7;SUS_01:3;SUS_02:-3;SUS_03:3;SUS_04:-3;SUS_05:3;SUS_06:-3;SUS_07:3;SUS_08:-3;SUS_09:3;SUS_10:-3;Q0-duration:72852;Q1-duration:135029;Q2-duration:121219;Q3-duration:86944"
"93","12729936907248","VR","1535623846352","6618","5","FINAL_01:2;FINAL_02:-2;FINAL_03:A faucet showing the water temperature ;FINAL_04:Advantage makes it easier to get to the information or requires less work than the traditional methods
Disadvantages Batteries or power cables for everything Might also be distracting;Q0-duration:147073"
